time	temperature	pressure	humidity	altitude
2019-11-27T12:58:41.612Z	21.67	978.25	50.69	295.65
2019-11-27T12:59:42.351Z	21.68	978.25	50.67	295.65
2019-11-27T13:00:43.089Z	21.68	978.24	50.68	295.65
2019-11-27T13:01:43.830Z	21.68	978.27	50.67	295.56
2019-11-27T13:02:44.570Z	21.68	978.27	50.66	295.39
2019-11-27T13:03:45.309Z	21.68	978.27	50.63	295.56
2019-11-27T13:04:46.053Z	21.67	978.27	50.68	295.39
2019-11-27T13:05:46.798Z	21.66	978.29	50.66	295.39
2019-11-27T13:06:47.539Z	21.65	978.25	50.69	295.22
2019-11-27T13:07:48.283Z	21.64	978.25	50.71	295.65
2019-11-27T13:08:49.027Z	21.64	978.24	50.68	295.65
2019-11-27T13:09:49.768Z	21.64	978.22	50.68	295.99
2019-11-27T13:10:50.509Z	21.63	978.18	50.69	295.99
2019-11-27T13:11:51.254Z	21.63	978.16	50.65	296.16
2019-11-27T13:12:51.998Z	21.64	978.16	50.65	296.33
2019-11-27T13:13:52.742Z	21.63	978.16	50.61	296.33
2019-11-27T13:14:53.486Z	21.62	978.14	50.66	296.33
2019-11-27T13:15:54.231Z	21.62	978.16	50.67	296.33
2019-11-27T13:16:54.976Z	21.62	978.14	50.65	296.50
2019-11-27T13:17:55.716Z	21.63	978.12	50.63	296.50
2019-11-27T13:18:56.458Z	21.63	978.12	50.61	296.33
2019-11-27T13:19:57.201Z	21.62	978.14	50.61	296.33
2019-11-27T13:20:57.944Z	21.62	978.14	50.61	296.33
2019-11-27T13:21:58.690Z	21.62	978.16	50.60	296.33
2019-11-27T13:22:59.435Z	21.61	978.16	50.59	296.16
2019-11-27T13:24:00.180Z	21.61	978.16	50.55	296.16
2019-11-27T13:25:00.927Z	21.60	978.12	50.64	296.85
2019-11-27T13:26:01.672Z	21.60	978.14	50.62	296.50
2019-11-27T13:27:02.412Z	21.61	978.12	50.57	296.67
2019-11-27T13:28:03.157Z	21.61	978.10	50.49	296.85
2019-11-27T13:29:03.900Z	21.62	978.08	50.52	296.85
2019-11-27T13:30:04.642Z	21.62	978.08	50.49	297.02
2019-11-27T13:31:05.382Z	21.62	978.06	50.50	297.19
2019-11-27T13:32:06.124Z	21.62	978.06	50.49	297.19
2019-11-27T13:33:06.867Z	21.63	978.02	50.44	297.53
2019-11-27T13:34:07.612Z	21.64	977.98	50.45	297.70
2019-11-27T13:35:08.355Z	21.64	977.98	50.44	297.87
2019-11-27T13:36:09.102Z	21.65	977.96	50.41	298.05
2019-11-27T13:37:09.850Z	21.65	977.94	50.44	298.05
2019-11-27T13:38:10.593Z	21.65	977.92	50.45	298.22
2019-11-27T13:39:11.336Z	21.65	977.92	50.42	298.22
2019-11-27T13:40:12.083Z	21.65	977.92	50.44	298.05
2019-11-27T13:41:12.829Z	21.66	977.94	50.47	298.05
2019-11-27T13:42:13.573Z	21.66	977.94	50.45	298.05
2019-11-27T13:43:14.317Z	21.66	977.96	50.46	297.87
2019-11-27T13:44:15.059Z	21.65	977.96	50.48	297.87
2019-11-27T13:45:15.798Z	21.65	977.96	50.52	297.87
2019-11-27T13:46:16.543Z	21.64	977.98	50.48	297.87
2019-11-27T13:47:17.285Z	21.63	977.98	50.53	297.70
2019-11-27T13:48:18.029Z	21.63	977.98	50.52	297.70
2019-11-27T13:49:18.774Z	21.63	977.96	50.48	297.87
2019-11-27T13:50:19.518Z	21.63	977.94	50.45	297.87
2019-11-27T13:51:20.265Z	21.63	977.94	50.44	298.05
2019-11-27T13:52:21.010Z	21.63	977.92	50.48	298.22
2019-11-27T13:53:21.751Z	21.63	977.92	50.51	298.39
2019-11-27T13:54:22.493Z	21.64	977.88	50.49	298.73
2019-11-27T13:55:23.233Z	21.64	977.88	50.46	298.73
2019-11-27T13:56:23.974Z	21.65	977.84	50.46	299.07
2019-11-27T13:57:24.713Z	21.65	977.80	50.46	299.42
2019-11-27T13:58:25.451Z	21.64	977.78	50.49	299.67
2019-11-27T13:59:26.193Z	21.63	977.75	50.52	299.85
2019-11-27T14:00:26.938Z	21.63	977.73	50.52	299.85
2019-11-27T14:01:27.683Z	21.62	977.75	50.52	299.85
2019-11-27T14:02:28.429Z	21.61	977.73	50.55	299.67
2019-11-27T14:03:29.176Z	21.60	977.75	50.57	299.67
2019-11-27T14:04:29.917Z	21.60	977.75	50.56	299.59
2019-11-27T14:05:30.661Z	21.60	977.77	50.56	299.85
2019-11-27T14:06:31.401Z	21.60	977.77	50.56	299.85
2019-11-27T14:07:32.140Z	21.60	977.75	50.55	299.85
2019-11-27T14:08:32.883Z	21.60	977.77	50.54	299.67
2019-11-27T14:09:33.625Z	21.60	977.77	50.54	299.67
2019-11-27T14:10:34.371Z	21.60	977.78	50.53	299.42
2019-11-27T14:11:35.112Z	21.61	977.78	50.51	299.42
2019-11-27T14:12:35.849Z	21.61	977.78	50.52	299.25
2019-11-27T14:13:36.592Z	21.60	977.78	50.52	299.25
2019-11-27T14:14:37.334Z	21.61	977.78	50.52	299.42
2019-11-27T14:15:38.077Z	21.61	977.77	50.49	299.59
2019-11-27T14:16:38.819Z	21.61	977.77	50.49	299.67
2019-11-27T14:17:39.558Z	21.61	977.73	50.50	300.02
2019-11-27T14:18:40.299Z	21.61	977.71	50.53	300.02
2019-11-27T14:19:41.040Z	21.60	977.69	50.51	300.19
2019-11-27T14:20:41.780Z	21.60	977.69	50.54	300.19
2019-11-27T14:21:42.522Z	21.60	977.71	50.53	300.19
2019-11-27T14:22:43.262Z	21.60	977.67	50.53	300.53
2019-11-27T14:23:44.009Z	21.59	977.69	50.55	300.53
2019-11-27T14:24:44.753Z	21.58	977.69	50.55	300.70
2019-11-27T14:25:45.496Z	21.58	977.69	50.58	300.53
2019-11-27T14:26:46.240Z	21.58	977.67	50.56	300.53
2019-11-27T14:27:46.981Z	21.56	977.69	50.59	300.53
2019-11-27T14:28:47.722Z	21.55	977.67	50.63	300.53
2019-11-27T14:29:48.464Z	21.55	977.67	50.59	300.70
2019-11-27T14:30:49.210Z	21.55	977.65	50.57	300.70
2019-11-27T14:31:49.956Z	21.55	977.67	50.60	300.87
2019-11-27T14:32:50.701Z	21.54	977.65	50.64	300.70
2019-11-27T14:33:51.447Z	21.53	977.65	50.59	300.70
2019-11-27T14:34:52.192Z	21.52	977.67	50.62	300.70
2019-11-27T14:35:52.933Z	21.52	977.63	50.61	300.70
2019-11-27T14:36:53.676Z	21.52	977.63	50.58	300.70
2019-11-27T14:37:54.419Z	21.53	977.67	50.56	300.70
2019-11-27T14:38:55.162Z	21.53	977.65	50.57	300.70
2019-11-27T14:39:55.906Z	21.53	977.67	50.57	300.70
2019-11-27T14:40:56.651Z	21.52	977.67	50.59	300.87
2019-11-27T14:41:57.398Z	21.52	977.61	50.59	300.87
2019-11-27T14:42:58.146Z	21.51	977.63	50.57	300.70
2019-11-27T14:43:58.887Z	21.51	977.61	50.60	300.70
2019-11-27T14:44:59.628Z	21.50	977.61	50.61	300.87
2019-11-27T14:46:00.372Z	21.49	977.63	50.64	300.53
2019-11-27T14:47:01.116Z	21.48	977.65	50.65	300.70
2019-11-27T14:48:01.861Z	21.48	977.65	50.63	300.53
2019-11-27T14:49:02.609Z	21.47	977.67	50.61	300.36
2019-11-27T14:50:03.359Z	21.47	977.67	50.63	300.19
2019-11-27T14:51:04.106Z	21.46	977.67	50.67	300.36
2019-11-27T14:52:04.850Z	21.45	977.71	50.68	300.19
2019-11-27T14:53:05.595Z	21.45	977.71	50.66	300.36
2019-11-27T14:54:06.338Z	21.44	977.71	50.66	300.19
2019-11-27T14:55:07.083Z	21.44	977.71	50.67	300.19
2019-11-27T14:56:07.828Z	21.44	977.73	50.72	300.02
2019-11-27T14:57:08.572Z	21.44	977.73	50.70	300.02
2019-11-27T14:58:09.315Z	21.44	977.73	50.65	299.85
2019-11-27T14:59:10.057Z	21.45	977.77	50.64	300.02
2019-11-27T15:00:10.801Z	21.44	977.75	50.69	299.85
2019-11-27T15:01:11.547Z	21.43	977.78	50.69	299.85
2019-11-27T15:02:12.291Z	21.42	977.77	50.69	299.67
2019-11-27T15:03:13.030Z	21.42	977.77	50.67	299.67
2019-11-27T15:04:13.773Z	21.42	977.78	50.68	299.67
2019-11-27T15:05:14.515Z	21.41	977.78	50.69	299.59
2019-11-27T15:06:15.258Z	21.40	977.78	50.71	299.59
2019-11-27T15:07:16.001Z	21.40	977.80	50.73	299.42
2019-11-27T15:08:16.743Z	21.40	977.80	50.67	299.42
2019-11-27T15:09:17.482Z	21.41	977.84	50.65	299.25
2019-11-27T15:10:18.223Z	21.40	977.84	50.69	299.07
2019-11-27T15:11:18.963Z	21.40	977.86	50.69	298.73
2019-11-27T15:12:19.700Z	21.39	977.90	50.69	298.56
2019-11-27T15:13:20.440Z	21.39	977.92	50.67	298.39
2019-11-27T15:14:21.182Z	21.39	977.94	50.68	298.39
2019-11-27T15:15:21.922Z	21.40	977.92	50.68	298.39
2019-11-27T15:16:22.662Z	21.41	977.96	50.62	298.22
2019-11-27T15:17:23.402Z	21.41	977.96	50.63	298.22
2019-11-27T15:18:24.141Z	21.41	977.96	50.64	298.22
2019-11-27T15:19:24.881Z	21.40	977.94	50.66	298.22
2019-11-27T15:20:25.617Z	21.40	977.96	50.63	298.05
2019-11-27T15:21:26.356Z	21.41	977.98	50.61	297.87
2019-11-27T15:22:27.095Z	21.40	977.96	50.61	298.05
2019-11-27T15:23:27.836Z	21.40	977.98	50.65	297.87
2019-11-27T15:24:28.581Z	21.39	978.00	50.66	297.70
2019-11-27T15:25:29.318Z	21.39	978.02	50.65	297.53
2019-11-27T15:26:30.059Z	21.39	978.04	50.66	297.53
2019-11-27T15:27:30.801Z	21.38	978.02	50.68	297.36
2019-11-27T15:28:31.541Z	21.38	978.04	50.66	297.02
2019-11-27T15:29:32.279Z	21.37	978.08	50.69	297.02
2019-11-27T15:30:33.020Z	21.36	978.08	50.72	296.67
2019-11-27T15:31:33.764Z	21.35	978.12	50.73	296.50
2019-11-27T15:32:34.509Z	21.34	978.12	50.74	296.33
2019-11-27T15:33:35.256Z	21.34	978.16	50.72	296.16
2019-11-27T15:34:36.002Z	21.34	978.18	50.70	295.99
2019-11-27T15:35:36.747Z	21.34	978.20	50.69	295.65
2019-11-27T15:36:37.493Z	21.33	978.22	50.71	295.56
2019-11-27T15:37:38.241Z	21.33	978.25	50.72	295.65
2019-11-27T15:38:38.990Z	21.32	978.25	50.74	295.56
2019-11-27T15:39:39.735Z	21.33	978.31	50.70	295.39
2019-11-27T15:40:40.483Z	21.32	978.29	50.70	295.05
2019-11-27T15:41:41.230Z	21.32	978.33	50.74	294.88
2019-11-27T15:42:41.975Z	21.32	978.35	50.72	294.70
2019-11-27T15:43:42.722Z	21.31	978.37	50.71	294.53
2019-11-27T15:44:43.470Z	21.30	978.39	50.77	294.19
2019-11-27T15:45:44.218Z	21.29	978.45	50.79	294.02
2019-11-27T15:46:44.966Z	21.28	978.47	50.81	293.68
2019-11-27T15:47:45.711Z	21.27	978.51	50.80	293.33
2019-11-27T15:48:46.452Z	21.27	978.49	50.83	293.16
2019-11-27T15:49:47.196Z	21.26	978.53	50.82	292.82
2019-11-27T15:50:47.942Z	21.26	978.57	50.85	292.48
2019-11-27T15:51:48.686Z	21.26	978.59	50.85	292.48
2019-11-27T15:52:49.433Z	21.26	978.61	50.80	292.31
2019-11-27T15:53:50.180Z	21.26	978.65	50.79	291.96
2019-11-27T15:54:50.926Z	21.25	978.67	50.82	291.62
2019-11-27T15:55:51.674Z	21.25	978.71	50.81	291.28
2019-11-27T15:56:52.422Z	21.25	978.73	50.80	291.11
2019-11-27T15:57:53.171Z	21.25	978.77	50.77	291.11
2019-11-27T15:58:53.919Z	21.25	978.77	50.81	290.85
2019-11-27T15:59:54.663Z	21.25	978.80	50.77	290.68
2019-11-27T16:00:55.409Z	21.25	978.84	50.80	290.34
2019-11-27T16:01:56.154Z	21.25	978.86	50.78	290.34
2019-11-27T16:02:56.899Z	21.24	978.88	50.80	289.99
2019-11-27T16:03:57.645Z	21.24	978.92	50.79	289.65
2019-11-27T16:04:58.389Z	21.23	978.92	50.78	289.65
2019-11-27T16:05:59.138Z	21.22	978.96	50.83	289.14
2019-11-27T16:06:59.887Z	21.21	979.00	50.81	289.48
2019-11-27T16:08:00.633Z	21.20	978.98	50.81	289.31
2019-11-27T16:09:01.380Z	21.20	979.02	50.83	288.97
2019-11-27T16:10:02.127Z	21.20	979.04	50.81	288.80
2019-11-27T16:11:02.873Z	21.20	979.04	50.76	288.80
2019-11-27T16:12:03.621Z	21.21	979.06	50.76	288.62
2019-11-27T16:13:04.371Z	21.21	979.08	50.77	288.45
2019-11-27T16:14:05.119Z	21.20	979.12	50.76	288.11
2019-11-27T16:15:05.863Z	21.20	979.16	50.79	287.77
2019-11-27T16:16:06.607Z	21.19	979.16	50.80	287.77
2019-11-27T16:17:07.352Z	21.18	979.18	50.80	287.60
2019-11-27T16:18:08.099Z	21.18	979.18	50.82	287.60
2019-11-27T16:19:08.847Z	21.18	979.20	50.79	287.26
2019-11-27T16:20:09.594Z	21.18	979.22	50.76	287.26
2019-11-27T16:21:10.343Z	21.19	979.22	50.70	287.08
2019-11-27T16:22:11.092Z	21.19	979.26	50.72	286.91
2019-11-27T16:23:11.840Z	21.19	979.28	50.71	286.74
2019-11-27T16:24:12.591Z	21.19	979.28	50.75	286.74
2019-11-27T16:25:13.339Z	21.18	979.30	50.76	286.49
2019-11-27T16:26:14.092Z	21.18	979.33	50.76	286.31
2019-11-27T16:27:14.843Z	21.17	979.35	50.73	286.14
2019-11-27T16:28:15.599Z	21.17	979.37	50.74	285.97
2019-11-27T16:29:16.352Z	21.16	979.39	50.75	285.80
2019-11-27T16:30:17.102Z	21.16	979.41	50.72	284.69
2019-11-27T16:31:17.850Z	21.15	979.54	50.74	284.52
2019-11-27T16:32:18.599Z	21.15	979.54	50.73	284.69
2019-11-27T16:33:19.347Z	21.15	979.54	50.72	284.52
2019-11-27T16:34:20.097Z	21.14	979.56	50.75	284.35
2019-11-27T16:35:20.846Z	21.14	979.57	50.64	284.26
2019-11-27T16:36:21.595Z	21.14	979.57	50.69	284.26
2019-11-27T16:37:22.339Z	21.14	979.59	50.73	284.09
2019-11-27T16:38:23.080Z	21.14	979.61	50.71	283.92
2019-11-27T16:39:23.823Z	21.13	979.63	50.72	283.92
2019-11-27T16:40:24.566Z	21.13	979.61	50.72	283.75
2019-11-27T16:41:25.311Z	21.12	979.63	50.74	283.40
2019-11-27T16:42:26.057Z	21.11	979.65	50.74	283.40
2019-11-27T16:43:26.803Z	21.10	979.67	50.76	283.06
2019-11-27T16:44:27.551Z	21.10	979.69	50.76	282.89
2019-11-27T16:45:28.297Z	21.10	979.71	50.72	282.72
2019-11-27T16:46:29.043Z	21.10	979.73	50.70	282.55
2019-11-27T16:47:29.787Z	21.10	979.77	50.69	282.21
2019-11-27T16:48:30.529Z	21.10	979.83	50.70	281.69
2019-11-27T16:49:31.271Z	21.10	979.87	50.72	281.35
2019-11-27T16:50:32.011Z	21.10	979.89	50.69	281.18
2019-11-27T16:51:32.752Z	21.10	979.93	50.68	281.01
2019-11-27T16:52:33.496Z	21.09	979.95	50.70	280.84
2019-11-27T16:53:34.239Z	21.09	979.95	50.69	280.67
2019-11-27T16:54:34.986Z	21.08	979.99	50.70	280.50
2019-11-27T16:55:35.731Z	21.08	980.01	50.65	280.32
2019-11-27T16:56:36.472Z	21.07	980.03	50.65	280.50
2019-11-27T16:57:37.210Z	21.07	980.01	50.69	280.32
2019-11-27T16:58:37.952Z	21.06	980.04	50.67	280.24
2019-11-27T16:59:38.698Z	21.06	980.06	50.69	280.07
2019-11-27T17:00:39.444Z	21.06	980.08	50.68	279.73
